time,x,y,z,phi,theta,psi,x_velocity,y_velocity,z_velocity,phi_velocity,theta_velocity,psi_velocity,rotor_speed1,rotor_speed2,rotor_speed3,rotor_speed4
0.6600000000000003,-0.00801238687768,0.000668165851041,10.6731536087,0.0121634850708,0.00953628763846,0.0,-0.0391547055477,0.0205758294865,2.07004429058,0.0200905937241,0.0306593647049,0.0,474.452031031731,475.64397958642775,476.11701287406447,473.8259345767319
0.7200000000000003,-0.0105809042797,0.00217764957203,10.8018643302,0.0136786355981,0.0116194143551,0.0,-0.0466754654139,0.0298873456856,2.22002958558,0.0339698856659,0.0418014749031,0.0,455.3612915021886,456.2521597571413,456.8204158513506,457.9258402448763
0.7800000000000004,-0.0136681154569,0.00430532392509,10.9411230598,0.0164157292181,0.0141943884653,0.0,-0.0565241536612,0.0413164856166,2.42151523595,0.0622464203799,0.0450568256455,0.0,472.79090378372814,473.04253106534816,471.23591778708203,473.4175470980258
0.8400000000000004,-0.0173905005279,0.00716871250871,11.0912240255,0.019761708088,0.0174088369982,0.0,-0.0678825989834,0.0545217045259,2.58149007763,0.0378542599789,0.0666999041896,0.0,461.5748970421737,463.2814221873806,460.7290520383045,458.7984224103938
0.9000000000000005,-0.0218266777337,0.0108430323926,11.2484159369,0.0221670598933,0.0220500719431,0.0,-0.0804182498664,0.068182578076,2.65805110818,0.0442202332736,0.0929218520144,0.0,434.0961755740405,436.2956407269417,436.43410109915203,436.96595476534134
0.9600000000000005,-0.0271186434888,0.015391990923,11.4104542387,0.0247150145738,0.027186461301,0.0,-0.0965173000682,0.0837041463567,2.74300470362,0.0387048202024,0.0640341240977,0.0,439.7034648177396,437.3096098241629,439.8011174794081,439.345070191029
1.0200000000000005,-0.0337057604143,0.0211317487412,11.5858756238,0.0275078491369,0.0313949043231,0.0,-0.123596540981,0.107961739914,3.10344056513,0.0588471176657,0.0801768107353,0.0,518.697426473109,519.8327316107726,519.3361512864408,520.7478954537982
1.0800000000000005,-0.0418101986001,0.0282099901485,11.775738314,0.0312091902723,0.0361711212808,0.0,-0.147044757865,0.128350357492,3.22494932125,0.0668382497925,0.07843258991,0.0,453.1855719026141,453.0503001196977,452.4796539077893,453.12516661302953
1.1400000000000006,-0.0513696850046,0.0365468713428,11.9714426128,0.0359452634329,0.0410807472427,0.0,-0.172069224251,0.149973871116,3.29828111251,0.0960194707683,0.087869926066,0.0,437.87454696293054,438.66445091269674,437.81920084002616,440.2452376913586
1.2000000000000006,-0.0625889872954,0.046333135113,12.1729393669,0.0422702579006,0.046227259058,0.0,-0.20243963722,0.176859324787,3.41787227337,0.119574178189,0.0812202176845,0.0,454.2634612895857,453.73577886101464,452.40805396980096,454.3099036003716
1.2600000000000007,-0.075603394041,0.0577474119687,12.3787395088,0.0500233225772,0.0510328989914,0.0,-0.231810046985,0.204293894076,3.44199923099,0.143655475124,0.0777422032019,0.0,423.80943559880365,423.515878340672,423.58757519262065,425.66923650473785
1.3200000000000007,-0.0906210207448,0.0711068704166,12.5889221275,0.0581205252457,0.0556388972965,0.0,-0.269246081294,0.241892027229,3.5636308849,0.105347201567,0.0747416616832,0.0,455.13120680859964,454.8954967916356,457.46351510263884,454.41817686131213
1.3800000000000008,-0.107747749634,0.0866389017749,12.8022357362,0.0647742986951,0.0604875234628,0.0,-0.302045400783,0.276394174372,3.54680482963,0.120157543874,0.0907939787192,0.0,410.83125849854315,412.2579224372606,411.27361600492304,412.5951831366406
1.4400000000000008,-0.127249986419,0.10470128212,13.0197249352,0.0717528075001,0.0664612266055,0.0,-0.348633092022,0.326431305757,3.70223109185,0.10722458447,0.11298280545,0.0,466.32398092486676,468.0618930677546,466.865297461343,465.8664170516474
1.5000000000000009,-0.149772155921,0.126010568311,13.2477864174,0.0783116248096,0.0729009867179,0.0,-0.402834876291,0.384579764581,3.89903043954,0.113191511454,0.0925572466877,0.0,482.1617378123884,480.62503785732827,478.93246921446706,479.3956791338513
1.560000000000001,-0.175472951209,0.150727031206,13.4846619878,0.085155054898,0.0786388916014,0.0,-0.454407894335,0.439961334445,3.99635533704,0.115733088206,0.101159723067,0.0,451.4872281617696,452.18839165056363,451.8662914225088,452.08249399363393
1.620000000000001,-0.204440782124,0.178962441027,13.7279976083,0.0921038043236,0.0852309557564,0.0,-0.511819921051,0.501900241525,4.1142568141,0.115970676315,0.123216687046,0.0,458.79496948665604,460.5529735057962,458.8198875143232,458.8502828243785
1.680000000000001,-0.236886505727,0.210939674587,13.9770946382,0.0986775002318,0.0929241839125,0.0,-0.570423009769,0.564639176035,4.18853219853,0.0919484743444,0.136702968338,0.0,446.2566850598032,447.3710686554726,447.9950131730329,446.047552222404
1.740000000000001,-0.273190832987,0.246999804136,14.2325704783,0.10411451909,0.101393075652,0.0,-0.640570597575,0.637886212198,4.3266107889,0.0878134682441,0.148808166879,0.0,466.63091602626423,467.59237036485786,468.1484791043457,467.8330203175535
1.8000000000000012,-0.313805555495,0.28748286928,14.4954636472,0.110191906411,0.110229446456,0.0,-0.714127408314,0.712079580415,4.43584760705,0.119734507838,0.144014612501,0.0,460.04200205942885,459.6817731696169,459.3989733034186,461.93137218332976
1.8600000000000012,-0.358675714362,0.332207987851,14.7618381352,0.117248050555,0.118731457614,0.0,-0.782297038577,0.779362185563,4.44304330278,0.112960068956,0.136621639243,0.0,429.0197118706097,428.410936298307,429.92624544181814,429.36472035806133
1.9200000000000013,-0.408092413376,0.381389786264,15.0311134218,0.123733131967,0.126961406832,0.0,-0.865705686654,0.860629910528,4.53217618339,0.0959256093212,0.138231378063,0.0,455.91768701884513,456.06318519549563,456.73360119492884,455.382668862723
1.9800000000000013,-0.46296940958,0.435848043389,15.3078968424,0.129726785904,0.135367337513,0.0,-0.964365728256,0.955181206633,4.69297108895,0.106834110445,0.143590347523,0.0,478.9416490039695,479.3657557739152,478.64770974045524,479.4850029299102
2.0400000000000014,-0.523566085581,0.495740177138,15.5914602348,0.135875719965,0.144023869933,0.0,-1.05631735803,1.04175944192,4.75855185555,0.0919372639578,0.145610318518,0.0,452.36293083931963,452.5446127392444,452.11515497648935,450.92201136315884
2.1000000000000014,-0.589306299197,0.560431391548,15.8752279055,0.141419652671,0.152742534582,0.0,-1.13574038914,1.11504381934,4.70033675247,0.0933058285861,0.144706515501,0.0,412.8377584371631,412.7795116866614,411.8803656520621,412.0093356595814
2.1600000000000015,-0.660107763175,0.629744258367,16.1564534932,0.146744203517,0.161555103583,0.0,-1.22504829906,1.19581120657,4.6736477701,0.0775560503009,0.150891599581,0.0,423.1750294194999,423.7285246695612,423.78672469993904,422.43746922239166
2.2200000000000015,-0.73673835017,0.704268194557,16.437950993,0.15152549785,0.170598975114,0.0,-1.33010811717,1.28867682459,4.70909406859,0.083641509018,0.150408837987,0.0,445.01517706224206,444.99700072246463,443.3330407825597,443.83793766761266
2.2800000000000016,-0.819655573902,0.784281719985,16.720454192,0.156300752313,0.179520788967,0.0,-1.43457138479,1.37880666253,4.70731756423,0.0699152255809,0.145036959346,0.0,433.7175617486449,433.28744785334834,433.54337213667645,432.3935698107302
2.3400000000000016,-0.909347575642,0.870074489216,17.0046799755,0.161585292111,0.188292181304,0.0,-1.55594069541,1.48130678113,4.76620099902,0.110591158228,0.14839880564,0.0,453.82385485465375,454.1131554667489,451.89926903595074,455.1723657470227
2.4000000000000017,-1.0062116825,0.961877233687,17.2909201173,0.168439844391,0.197284372694,0.0,-1.67363180803,1.57929783007,4.774637062,0.120689307111,0.152657303765,0.0,438.76190343642406,439.13676339701044,438.51991529545194,439.3698167897158
2.4600000000000017,-1.11083121168,1.06011625483,17.5801868298,0.175967773076,0.206707298869,0.0,-1.81451914926,1.69591594295,4.86660794241,0.133616453065,0.164627311886,0.0,466.19620507174943,467.15263154227745,466.456841146658,467.4787799965034
2.520000000000002,-1.22331201726,1.16483549919,17.8712124444,0.183960279798,0.216861949821,0.0,-1.93567469269,1.79531093198,4.8338369967,0.13238060631,0.177157685603,0.0,428.61144987049744,429.70362461344996,427.79927776512625,427.7111080980014
2.580000000000002,-1.34351511686,1.27586863371,18.1614249161,0.192593614615,0.22752208326,0.0,-2.0719961163,1.90640381672,4.83923988342,0.16035997299,0.178670718686,0.0,441.91025678677414,442.0656107354642,441.339710321458,443.6622228593282
2.640000000000002,-1.47317435908,1.39460468396,18.4564191336,0.202387728984,0.237935310865,0.0,-2.25093076557,2.05223853511,4.99233501455,0.168435086733,0.160622903317,0.0,490.33947561478664,489.02237121966425,490.4767525005201,491.09876093085677
2.700000000000002,-1.61239903375,1.52112500857,18.7548549129,0.212414264557,0.248506876369,0.0,-2.39072405203,2.16581717376,4.95495504515,0.164319277434,0.196544667495,0.0,431.8987521649861,434.9479202518731,432.2452030667949,431.9257144447014
2.760000000000002,-1.76050938087,1.65486529966,19.0521424937,0.222607265928,0.26066568728,0.0,-2.54727454547,2.29288403821,4.95375239106,0.179161685497,0.212666818245,0.0,446.20242823330904,447.55659802861226,445.1788050693691,446.4191943560657
2.820000000000002,-1.91918621584,1.79717582877,19.3526831889,0.234408272382,0.273489906451,0.0,-2.74304906753,2.45162262835,5.06259656002,0.218674089349,0.215792157441,0.0,482.89666012895657,483.17345404363135,482.71850348087156,485.72425802762945
2.880000000000002,-2.08813059513,1.947781184,19.6535723655,0.247148528567,0.286096396398,0.0,-2.8894149181,2.56939441971,4.96650662454,0.195036858833,0.195246928692,0.0,420.4200099023844,418.68163419175715,420.1353393152333,418.12731036661296
2.940000000000002,-2.26709290639,2.10648178241,19.9519982647,0.258566892538,0.297779218151,0.0,-3.07691402337,2.72136762204,4.97979561234,0.178614502272,0.193627139095,0.0,458.5502417046703,458.45725546328964,458.6272885749046,457.35466821480696
3.000000000000002,-2.45697153282,2.27401072684,20.2493547778,0.268974704907,0.309535202865,0.0,-3.25327186702,2.86354847688,4.93120485421,0.16042070858,0.200179907028,0.0,440.60657617798876,441.1858757351015,440.0162348701015,438.5361944931643
3.0600000000000023,-2.65846636222,2.4508936763,20.5461619107,0.278173785449,0.321682941476,0.0,-3.46413940503,3.03301846008,4.96092205048,0.132759501768,0.206668839213,0.0,468.0614908568055,468.60416188620746,469.77587891920285,467.6459772295804
3.1200000000000023,-2.87273305026,2.63797060935,20.8442687271,0.286174410812,0.334485797097,0.0,-3.6790255516,3.20317069288,4.97457368067,0.134486162682,0.224217688749,0.0,465.1453934134003,466.5601881444348,466.92381483352654,467.07395233085896
3.1800000000000024,-3.09906334491,2.83448308719,21.1401021958,0.294044374253,0.348233918981,0.0,-3.86631870473,3.34755830293,4.8857197143,0.123534139405,0.237486334838,0.0,433.7699404520256,434.9362958997778,434.88909516863777,433.986698310761
3.2400000000000024,-3.33635159562,3.03933017323,21.4291670382,0.301511170254,0.362215519088,0.0,-4.04431531212,3.48095196909,4.74920785035,0.126210030931,0.222173582541,0.0,420.04264594628364,418.76963207661476,418.4614198367275,418.7094555582507
3.3000000000000025,-3.58442647333,3.2521602682,21.7096835017,0.309288349691,0.376121196297,0.0,-4.22583358031,3.61365615158,4.60079385735,0.135684187498,0.246124796272,0.0,413.6150908933028,415.77645220723497,416.83620644263294,417.68005224154507
3.3600000000000025,-3.84551363766,3.47447945742,21.9857618249,0.317082657005,0.390692932063,0.0,-4.47807363956,3.79708141483,4.60009485359,0.11468805079,0.235392057166,0.0,470.7634063888102,469.98731782326473,471.29145968821615,469.67965604814765
3.4200000000000026,-4.12202731043,3.70788549848,22.2616709976,0.324037805295,0.40497375457,0.0,-4.73997342148,3.98307602803,4.59513839106,0.118272035025,0.242790836981,0.0,472.9220142673897,473.54435187703393,472.39506607184217,472.6825444289829
3.4800000000000026,-4.41521274325,3.9530107663,22.5386190881,0.330985750321,0.419575691659,0.0,-5.0337509424,4.18760293567,4.63425331957,0.11033285587,0.244488809807,0.0,492.5486052273544,492.7270618074444,490.99996483118,490.42104933555254
3.5400000000000027,-4.72480650801,4.20935734892,22.8145356835,0.337976017196,0.434254863872,0.0,-5.28694669682,4.35720167313,4.56149460876,0.126625394874,0.244978312742,0.0,457.7427582332791,457.8396954913348,458.2518118217516,459.5569738373558
3.6000000000000028,-5.04848022577,4.47494438167,23.0831748029,0.345834705067,0.44851170047,0.0,-5.50311888563,4.49577987434,4.39230549822,0.138500038728,0.215857198421,0.0,426.85937541380645,424.4242824892126,426.17570333726314,427.2061964234294
3.660000000000003,-5.3862394268,4.74952010623,23.3433048981,0.3537872233,0.46155793961,0.0,-5.75627764242,4.65674188065,4.27738871596,0.116670385495,0.220418562256,0.0,448.43358554656714,448.8502797063078,450.16349929389526,448.40872106163107
3.720000000000003,-5.73968857532,5.03398281431,23.5969222515,0.360925670784,0.476346027025,0.0,-6.02614188312,4.82516367671,4.17499799951,0.123219918674,0.274300397048,0.0,455.0145023880299,459.3640695988936,456.36338845516883,456.89831205425077
3.780000000000003,-6.10720603501,5.3269461523,23.8399529784,0.368147436957,0.493000637981,0.0,-6.22547937131,4.94029514921,3.92551382397,0.113936361691,0.283421879575,0.0,402.77642416725934,403.68720281401306,403.2965847550049,402.47154168237614
3.840000000000003,-6.48937698288,5.6284704279,24.0721837058,0.374995424808,0.509697611957,0.0,-6.51439631858,5.11014379569,3.81372007029,0.114523436205,0.26529571806,0.0,460.4036489202431,459.0420290250829,459.1328772494401,459.1906137190323
3.900000000000003,-6.88929997569,5.94027465319,24.2977664478,0.381785492514,0.5256877774,0.0,-6.81708726708,5.28289620886,3.70381871068,0.11031122148,0.268808650645,0.0,464.7254546539107,465.06897469136175,464.60441212798884,464.2847151313474
3.960000000000003,-7.30460361609,6.2604806112,24.5117296168,0.388396500685,0.541712307703,0.0,-7.02734322923,5.39051154523,3.42775768521,0.109926964668,0.263371151592,0.0,402.28972584683066,401.87705682371967,402.55757702934505,402.534902515617
4.020000000000002,-7.73354147533,6.58763132404,24.71027602,0.394924741761,0.557868682191,0.0,-7.2714431882,5.51422820569,3.18949274139,0.106459995584,0.279013353707,0.0,419.53860383087766,420.9723180104088,420.57147569660435,420.28213879337636
4.080000000000001,-8.17989210851,6.92373457444,24.8981341287,0.40137790343,0.574546438684,0.0,-7.60747106366,5.68851282958,3.07024952798,0.109651382754,0.275779086641,0.0,472.1044515031378,471.928007041189,470.53501559816084,470.79153984910033
4.14,-8.64661921313,7.27021490999,25.0785434723,0.408208576907,0.591353398192,0.0,-7.95057051777,5.86008277137,2.94112847877,0.121126572602,0.28760536703,0.0,472.7796083331828,473.76417484501496,472.83726410516715,473.7313636496282
4.199999999999998,-9.13477014931,7.62727517386,25.2517534012,0.415507697486,0.608287321745,0.0,-8.32143542806,6.04104538058,2.82987729746,0.122681708408,0.268462445263,0.0,486.21648431571185,484.85262723220694,486.87796295019257,487.0062922530046
4.259999999999997,-9.64381443192,7.99419813492,25.4159137409,0.423061891685,0.624587979868,0.0,-8.64709842313,6.18900976444,2.64014403645,0.131667306427,0.277424747968,0.0,461.7991655221958,462.57711727972696,461.51475703443674,462.2374134125634
4.319999999999996,-10.1728803009,8.37008286032,25.5687926451,0.431239263692,0.641898981753,0.0,-8.98870765539,6.33966832258,2.45357056111,0.144213029848,0.304532508111,0.0,467.5712787087165,469.7576943446528,468.7882705912197,469.7784559360164
4.379999999999995,-10.7205098966,8.75373124598,25.7076177214,0.439608937622,0.660811648296,0.0,-9.26614941894,6.44799485564,2.17242661146,0.127834761753,0.330779889883,0.0,434.22611902812906,436.5257066028897,435.0057858778324,433.64991576161805
4.439999999999993,-11.2847429778,9.1436624952,25.8290914727,0.447393168431,0.680590304942,0.0,-9.5421437173,6.54898984288,1.87519872041,0.133290130664,0.327277488237,0.0,432.101265781697,431.9206401794273,432.22102481867665,432.6966483718342
4.499999999999992,-11.8651843054,9.53926355886,25.9319268742,0.45579347663,0.699947886815,0.0,-9.80641068866,6.63701710161,1.55130536971,0.150851608852,0.311199873891,0.0,425.61927980078656,424.35187602506835,423.13521433533475,424.6640441740564
4.559999999999991,-12.4626697299,9.94057347782,26.0162104241,0.464550116708,0.718132668229,0.0,-10.1099976708,6.73911458051,1.25636076499,0.133687494452,0.277348111045,0.0,444.63960440834416,441.94859095365905,442.66833413728216,441.27288858462293
4.6199999999999894,-13.0782633197,10.3477540111,26.0822944885,0.4723793122,0.734963227634,0.0,-10.4099971885,6.83267148265,0.944845757582,0.123170572321,0.286169148425,0.0,440.3348536413605,441.14454282850863,440.16328896078176,439.3074187622273
4.679999999999988,-13.7141861958,10.7615074801,26.1316038592,0.479474523556,0.752570980772,0.0,-10.7871355823,6.95776224649,0.69631384238,0.105962751572,0.305047705905,0.0,473.8916688550126,475.42208089235885,475.9997972692393,474.6919675251929
4.739999999999987,-14.3696139929,11.1809828018,26.162619724,0.48548056955,0.770826035264,0.0,-11.0607386449,7.02375643136,0.336221199075,0.0845767357771,0.302612142881,0.0,429.31417780503705,429.2053396269561,429.3600102798054,427.5496998545124
4.799999999999986,-15.0424127843,11.6046401921,26.1725762085,0.490358385682,0.789074011998,0.0,-11.3659519054,7.09692336672,-0.00597574145662,0.0737683688192,0.30700598494,0.0,442.0416910667729,442.49851581597767,443.50279377762064,442.6190536502864
4.859999999999984,-15.7345951534,12.0329260738,26.1625919167,0.494334220255,0.807617439482,0.0,-11.7065739851,7.17778226637,-0.328853089534,0.0437605916895,0.312863117063,0.0,458.1788611630501,458.7386872788496,459.0249442612791,456.639172047383
4.919999999999983,-16.4466101419,12.4655015175,26.1323618901,0.497242679974,0.825992227936,0.0,-12.0271417469,7.23991095841,-0.680596270207,0.0565383565315,0.287838273059,0.0,450.4979964189068,448.56256748612003,450.3639420421422,451.3981558497985
4.979999999999982,-17.1786447179,12.9018622686,26.0813254893,0.501416937432,0.843072282959,0.0,-12.3736212559,7.3038675051,-1.02262992514,0.0875904890384,0.277442542285,0.0,461.2042900187805,460.46099705132457,461.0146926521689,463.4661861352845
5.0399999999999805,-17.9303627973,13.3413093149,26.008569418,0.506504633522,0.859826450486,0.0,-12.6834064008,7.34296740339,-1.4042451572,0.0785226024582,0.282593912819,0.0,446.7024322966484,447.20092179139806,448.5003369401428,447.76865653084985
